band,point,freq_Hz,amplitude_dBuV
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",445,7455416.666666667,9.487735
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",446,7471833.333333334,8.498374
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",447,7488250.000000001,7.623653
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",448,7504666.666666667,6.382503
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",449,7521083.333333334,6.512699
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",450,7537500.000000001,7.549362
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",451,7553916.666666667,7.515563
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",452,7570333.333333334,8.416758
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",453,7586750.000000001,6.950951
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",454,7603166.666666667,6.285114
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",455,7619583.333333334,7.161856
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",456,7636000.000000001,7.3106
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",457,7652416.666666667,7.244435
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",458,7668833.333333334,7.331028
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",459,7685250.000000001,6.826973
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",460,7701666.666666667,7.012882
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",461,7718083.333333334,7.16383
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",462,7734500.000000001,8.260517
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",463,7750916.666666667,6.546727
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",464,7767333.333333334,7.118864
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",465,7783750.000000001,7.913475
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",466,7800166.666666667,7.936716
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",467,7816583.333333334,8.399364
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",468,7833000.000000001,8.394375
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",469,7849416.666666667,7.780552
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",470,7865833.333333334,7.889471
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",471,7882250.000000001,7.420559
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",472,7898666.666666667,7.592831
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",473,7915083.333333334,7.499656
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",474,7931500.000000001,6.819077
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",475,7947916.666666667,8.19952
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",476,7964333.333333334,8.900223
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",477,7980750.000000001,8.895216
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",478,7997166.666666667,8.531466
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",479,8013583.333333334,7.647123
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",480,8030000.000000001,7.613125
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",481,8046416.666666667,6.78608
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",482,8062833.333333334,9.216746
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",483,8079250.000000001,8.638296
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",484,8095666.666666667,7.1776
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",485,8112083.333333334,8.498459
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",486,8128500.000000001,7.671842
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",487,8144916.666666667,7.752695
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",488,8161333.333333334,8.027915
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",489,8177750.000000001,7.394056
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",490,8194166.666666667,6.484785
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",491,8210583.333333334,5.97169
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",492,8227000.000000001,6.241359
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",493,8243416.666666667,8.667277
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",494,8259833.333333334,6.198502
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",495,8276250.000000001,8.398981
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",496,8292666.666666667,7.794723
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",497,8309083.333333334,6.678085
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",498,8325500.000000001,8.644276
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",499,8341916.666666667,8.510599
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",500,8358333.333333334,10.08922
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",501,8374750.000000001,8.290654
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",502,8391166.666666668,7.595845
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",503,8407583.333333334,9.068357
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",504,8424000.0,8.034247
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",505,8440416.666666668,7.138348
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",506,8456833.333333334,6.309508
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",507,8473250.0,7.96544
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",508,8489666.666666668,6.753358
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",509,8506083.333333334,8.667583
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",510,8522500.0,8.561697
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",511,8538916.666666668,8.683871
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",512,8555333.333333334,6.983433
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",513,8571750.0,7.160663
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",514,8588166.666666668,6.725359
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",515,8604583.333333334,6.560974
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",516,8621000.0,6.523752
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",517,8637416.666666668,8.107757
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",518,8653833.333333334,8.07682
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",519,8670250.0,8.518695
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",520,8686666.666666668,6.664715
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",521,8703083.333333334,6.499748
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",522,8719500.0,8.349591
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",523,8735916.666666668,8.213176
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",524,8752333.333333334,6.864833
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",525,8768750.0,8.465042
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",526,8785166.666666668,8.304462
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",527,8801583.333333334,9.495201
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",528,8818000.0,7.865448
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",529,8834416.666666668,7.496557
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",530,8850833.333333334,9.250175
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",531,8867250.0,9.245175
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",532,8883666.666666668,6.544085
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",533,8900083.333333334,6.791859
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",534,8916500.0,7.754583
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",535,8932916.666666668,7.581472
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",536,8949333.333333334,7.519702
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",537,8965750.0,9.263878
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",538,8982166.666666668,8.454274
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",539,8998583.333333334,6.762857
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",540,9015000.0,7.863245
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",541,9031416.666666668,7.913703
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",542,9047833.333333334,8.016605
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",543,9064250.0,8.249589
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",544,9080666.666666668,6.983548
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",545,9097083.333333334,6.57835
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",546,9113500.0,7.669793
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",547,9129916.666666668,6.969548
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",548,9146333.333333334,6.81243
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",549,9162750.0,7.198543
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",550,9179166.666666668,8.164262
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",551,9195583.333333334,6.549349
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",552,9212000.0,7.941751
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",553,9228416.666666668,6.348752
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",554,9244833.333333334,8.505077
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",555,9261250.0,8.474874
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",556,9277666.666666668,8.393792
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",557,9294083.333333334,6.133823
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",558,9310500.0,7.329845
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",559,9326916.666666668,5.889502
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",560,9343333.333333334,6.631794
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",561,9359750.0,7.344552
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",562,9376166.666666668,8.185635
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",563,9392583.333333334,7.42013
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",564,9409000.0,6.978559
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",565,9425416.666666668,9.223528
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",566,9441833.333333334,7.377701
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",567,9458250.0,7.229127
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",568,9474666.666666668,7.282838
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",569,9491083.333333334,7.588596
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",570,9507500.0,9.060173
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",571,9523916.666666668,5.76437
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",572,9540333.333333334,7.462873
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",573,9556750.0,8.364582
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",574,9573166.666666668,7.311182
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",575,9589583.333333334,8.175487
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",576,9606000.0,8.451291
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",577,9622416.666666668,8.837832
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",578,9638833.333333334,8.135594
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",579,9655250.0,7.484913
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",580,9671666.666666668,7.480907
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",581,9688083.333333334,8.224696
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",582,9704500.0,8.346871
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",583,9720916.666666668,7.409868
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",584,9737333.333333334,7.20684
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",585,9753750.0,5.967721
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",586,9770166.666666668,6.963654
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",587,9786583.333333334,9.04913
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",588,9803000.0,8.318873
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",589,9819416.666666668,6.979141
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",590,9835833.333333334,5.571175
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",591,9852250.0,8.379296
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",592,9868666.666666668,7.451792
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",593,9885083.333333334,6.781663
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",594,9901500.0,8.636361
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",595,9917916.666666668,7.629518
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",596,9934333.333333334,6.887054
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",597,9950750.0,8.955554
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",598,9967166.666666668,7.02403
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",599,9983583.333333334,8.215227
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",600,10000000.0,8.412066
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",0,10000000.0,8.324757
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",1,10033333.333333334,7.770309
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",2,10066666.666666666,6.701632
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",3,10100000.0,7.242918
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",4,10133333.333333334,8.366394
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",5,10166666.666666666,7.231913
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",6,10200000.0,7.479419
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",7,10233333.333333334,7.649517
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",8,10266666.666666666,7.020693
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",9,10300000.0,6.55631
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",10,10333333.333333334,7.516183
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",11,10366666.666666666,6.960354
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",12,10400000.0,7.245436
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",13,10433333.333333334,8.563462
"{'label': '10 MHz – 30 MHz', 'start_hz': 10000000, 'stop_hz': 30000000, 'rbw_hz': 9000, 'ref_level': 30}",14,10466666.666666666,7.659482
