band,point,freq_Hz,amplitude_dBuV
"{'label': '10 kHz – 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",600,150000.0,-5.540344
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",0,150000.0,12.07006
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",1,166416.66666666666,12.23673
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",2,182833.33333333334,12.6312
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",3,199250.0,10.97692
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",4,215666.6666666667,11.53448
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",5,232083.33333333334,8.315468
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",6,248500.0,9.501333
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",7,264916.6666666667,10.06806
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",8,281333.3333333334,11.1298
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",9,297750.0,11.95319
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",10,314166.6666666667,10.59484
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",11,330583.3333333334,10.18055
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",12,347000.0,10.14833
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",13,363416.6666666667,11.51548
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",14,379833.3333333334,9.252691
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",15,396250.0,10.43983
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",16,412666.6666666667,10.55303
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",17,429083.3333333334,12.10575
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",18,445500.0,12.48146
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",19,461916.6666666667,9.072371
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",20,478333.3333333334,9.885787
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",21,494750.0,11.28918
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",22,511166.6666666667,12.16683
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",23,527583.3333333334,10.03306
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",24,544000.0,11.77129
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",25,560416.6666666667,12.23232
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",26,576833.3333333334,11.33098
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",27,593250.0,12.20355
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",28,609666.6666666667,8.739015
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",29,626083.3333333334,10.61117
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",30,642500.0,11.00024
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",31,658916.6666666667,12.29022
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",32,675333.3333333334,10.80291
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",33,691750.0,11.0477
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",34,708166.6666666667,11.01851
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",35,724583.3333333334,11.44159
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",36,741000.0,11.4396
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",37,757416.6666666667,11.94126
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",38,773833.3333333334,11.71621
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",39,790250.0,9.718352
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",40,806666.6666666667,10.95089
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",41,823083.3333333334,11.58278
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",42,839500.0,9.837779
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",43,855916.6666666667,10.37883
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",44,872333.3333333334,10.57918
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",45,888750.0,9.545975
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",46,905166.6666666667,11.0197
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",47,921583.3333333334,10.0116
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",48,938000.0,10.82358
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",49,954416.6666666667,10.48203
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",50,970833.3333333334,8.366947
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",51,987250.0000000001,10.67671
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",52,1003666.6666666667,10.27064
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",53,1020083.3333333334,10.61612
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",54,1036500.0000000001,10.67071
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",55,1052916.6666666667,11.24162
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",56,1069333.3333333335,9.776592
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",57,1085750.0,12.11473
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",58,1102166.6666666667,9.517976
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",59,1118583.3333333335,9.154692
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",60,1135000.0,12.94958
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",61,1151416.6666666667,12.9908
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",62,1167833.3333333335,11.38359
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",63,1184250.0,12.07784
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",64,1200666.6666666667,10.53517
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",65,1217083.3333333335,10.21305
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",66,1233500.0,11.4263
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",67,1249916.6666666667,11.21562
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",68,1266333.3333333335,11.23998
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",69,1282750.0,8.790684
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",70,1299166.6666666667,10.29054
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",71,1315583.3333333335,9.805861
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",72,1332000.0,11.15166
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",73,1348416.6666666667,9.421396
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",74,1364833.3333333335,10.45684
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",75,1381250.0,10.51117
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",76,1397666.6666666667,10.90024
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",77,1414083.3333333335,9.792862
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",78,1430500.0,11.29659
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",79,1446916.6666666667,11.60208
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",80,1463333.3333333335,11.82376
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",81,1479750.0,10.20765
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",82,1496166.6666666667,9.904069
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",83,1512583.3333333335,11.14918
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",84,1529000.0,9.921597
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",85,1545416.6666666667,10.06566
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",86,1561833.3333333335,13.7974
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",87,1578250.0,13.84963
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",88,1594666.6666666667,10.73629
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",89,1611083.3333333335,10.47669
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",90,1627500.0,9.911013
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",91,1643916.6666666667,10.17414
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",92,1660333.3333333335,9.333392
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",93,1676750.0,9.486952
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",94,1693166.6666666667,9.730825
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",95,1709583.3333333335,9.96766
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",96,1726000.0,9.338742
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",97,1742416.6666666667,11.54329
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",98,1758833.3333333335,10.12614
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",99,1775250.0000000002,9.572297
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",100,1791666.6666666667,9.659863
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",101,1808083.3333333335,11.66519
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",102,1824500.0000000002,8.968696
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",103,1840916.6666666667,9.823017
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",104,1857333.3333333335,11.05998
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",105,1873750.0000000002,9.687681
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",106,1890166.6666666667,10.83282
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",107,1906583.3333333335,11.01261
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",108,1923000.0000000002,11.05826
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",109,1939416.6666666667,9.153329
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",110,1955833.3333333335,8.467407
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",111,1972250.0000000002,11.14259
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",112,1988666.6666666667,9.452878
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",113,2005083.3333333335,9.846648
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",114,2021500.0000000002,9.839659
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",115,2037916.6666666667,10.60843
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",116,2054333.3333333335,10.03353
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",117,2070750.0000000002,10.48379
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",118,2087166.6666666667,9.902353
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",119,2103583.3333333335,9.74534
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",120,2120000.0,10.15203
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",121,2136416.666666667,10.6767
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",122,2152833.3333333335,11.39928
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",123,2169250.0,10.13203
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",124,2185666.666666667,10.12503
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",125,2202083.3333333335,9.173975
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",126,2218500.0,11.0933
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",127,2234916.666666667,9.193088
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",128,2251333.3333333335,9.593058
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",129,2267750.0,9.586067
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",130,2284166.666666667,9.938536
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",131,2300583.3333333335,10.7176
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",132,2317000.0,9.535428
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",133,2333416.666666667,10.03512
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",134,2349833.3333333335,10.50688
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",135,2366250.0,10.22246
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",136,2382666.666666667,9.569596
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",137,2399083.3333333335,10.80962
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",138,2415500.0,11.03703
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",139,2431916.666666667,9.994125
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",140,2448333.3333333335,9.959116
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",141,2464750.0,11.36955
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",142,2481166.666666667,11.41176
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",143,2497583.3333333335,10.5277
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",144,2514000.0,10.68305
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",145,2530416.666666667,9.80814
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",146,2546833.3333333335,12.09132
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",147,2563250.0,12.06167
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",148,2579666.666666667,9.609653
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",149,2596083.3333333335,11.48659
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",150,2612500.0,10.12047
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",151,2628916.666666667,9.220296
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",152,2645333.3333333335,10.32991
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",153,2661750.0,12.08944
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",154,2678166.666666667,10.0367
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",155,2694583.3333333335,10.39224
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",156,2711000.0,11.77088
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",157,2727416.666666667,10.96028
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",158,2743833.3333333335,8.918742
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",159,2760250.0,10.0027
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",160,2776666.666666667,10.02413
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",161,2793083.3333333335,9.308682
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",162,2809500.0,10.29044
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",163,2825916.666666667,9.47755
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",164,2842333.3333333335,10.24891
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",165,2858750.0,10.24191
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",166,2875166.666666667,10.04071
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",167,2891583.3333333335,9.862844
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",168,2908000.0,10.83404
"{'label': '150 kHz – 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",169,2924416.666666667,9.345597
