band,point,freq_Hz,amplitude_dBuV
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",514,129933.33333333334,-4.015532
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",515,130166.66666666667,-4.015532
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",516,130400.0,-3.273707
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",517,130633.33333333334,-4.17305
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",518,130866.66666666667,-1.83365
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",519,131100.0,-6.11125
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",520,131333.33333333334,-3.273707
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",521,131566.6666666667,-6.11125
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",522,131800.0,-6.11125
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",523,132033.33333333334,-6.515313
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",524,132266.6666666667,-4.660235
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",525,132500.0,-4.660235
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",526,132733.33333333334,-5.176383
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",527,132966.6666666667,-3.862801
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",528,133200.0,-3.862801
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",529,133433.33333333334,-4.660235
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",530,133666.6666666667,-3.711739
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",531,133900.0,-3.563251
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",532,134133.33333333334,-4.016534
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",533,134366.6666666667,-4.828892
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",534,134600.0,-5.176383
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",535,134833.33333333334,-5.53834
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",536,135066.6666666667,-3.563251
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",537,135300.0,-2.993488
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",538,135533.33333333334,-5.916044
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",539,135766.6666666667,-2.589427
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",540,136000.0,-3.273707
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",541,136233.33333333334,-5.000897
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",542,136466.6666666667,-4.828892
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",543,136700.0,-3.862801
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",544,136933.33333333334,-4.332419
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",545,137166.6666666667,-3.273707
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",546,137400.0,-5.176383
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",547,137633.33333333334,-4.332419
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",548,137866.6666666667,-4.017545
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",549,138100.0,-5.177383
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",550,138333.33333333334,-3.863803
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",551,138566.6666666667,-3.71274
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",552,138800.0,-4.495783
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",553,139033.33333333334,-3.863803
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",554,139266.6666666667,-4.017545
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",555,139500.0,-3.71274
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",556,139733.33333333334,-3.418275
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",557,139966.6666666667,-2.857704
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",558,140200.0,-3.13347
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",559,140433.33333333334,-3.564262
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",560,140666.6666666667,-3.863803
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",561,140900.0,-4.017545
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",562,141133.33333333334,-6.112253
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",563,141366.6666666667,-6.516314
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",564,141600.0,-4.017545
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",565,141833.33333333334,-6.311932
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",566,142066.6666666667,-7.385627
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",567,142300.0,-4.495783
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",568,142533.33333333334,-4.017545
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",569,142766.6666666667,-6.311932
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",570,143000.0,-4.829894
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",571,143233.33333333334,-4.017545
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",572,143466.6666666667,-4.017545
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",573,143700.0,-4.495783
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",574,143933.33333333334,-3.13347
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",575,144166.6666666667,-3.564262
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",576,144400.0,-4.174042
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",577,144633.33333333334,-4.333421
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",578,144866.6666666667,-3.564262
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",579,145100.0,-4.174042
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",580,145333.33333333334,-4.662228
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",581,145566.6666666667,-4.175044
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",582,145800.0,-5.727139
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",583,146033.33333333334,-5.178376
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",584,146266.6666666667,-3.419276
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",585,146500.0,-4.175044
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",586,146733.33333333334,-5.357476
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",587,146966.6666666667,-7.386628
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",588,147200.0,-7.161007
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",589,147433.33333333334,-5.540344
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",590,147666.6666666667,-5.002899
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",591,147900.0,-3.713741
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",592,148133.33333333334,-4.334422
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",593,148366.6666666667,-6.726618
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",594,148600.0,-5.357476
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",595,148833.33333333334,-5.002899
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",596,149066.6666666667,-7.161007
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",597,149300.0,-6.312925
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",598,149533.33333333334,-5.002899
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",599,149766.6666666667,-5.727139
"{'label': '10 kHz - 150 kHz', 'start_hz': 10000, 'stop_hz': 150000, 'rbw_hz': 200, 'ref_level': 20}",600,150000.0,-4.175044
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",0,150000.0,11.67178
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",1,166416.66666666666,12.09236
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",2,182833.33333333334,12.60837
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",3,199250.0,9.891595
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",4,215666.6666666667,11.5603
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",5,232083.33333333334,12.13175
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",6,248500.0,12.08136
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",7,264916.6666666667,11.73286
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",8,281333.3333333334,12.26932
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",9,297750.0,10.90859
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",10,314166.6666666667,10.9333
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",11,330583.3333333334,8.377018
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",12,347000.0,10.6767
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",13,363416.6666666667,11.33262
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",14,379833.3333333334,12.9625
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",15,396250.0,11.06051
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",16,412666.6666666667,11.73808
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",17,429083.3333333334,11.37627
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",18,445500.0,10.13533
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",19,461916.6666666667,11.0787
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",20,478333.3333333334,9.885787
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",21,494750.0,9.068365
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",22,511166.6666666667,10.15655
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",23,527583.3333333334,9.971685
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",24,544000.0,10.87558
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",25,560416.6666666667,10.70546
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",26,576833.3333333334,12.06259
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",27,593250.0,12.48453
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",28,609666.6666666667,11.76229
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",29,626083.3333333334,10.26135
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",30,642500.0,10.60917
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",31,658916.6666666667,9.57698
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",32,675333.3333333334,10.69047
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",33,691750.0,12.87663
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",34,708166.6666666667,10.16066
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",35,724583.3333333334,10.51203
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",36,741000.0,11.1496
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",37,757416.6666666667,10.87529
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",38,773833.3333333334,13.06232
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",39,790250.0,11.45848
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",40,806666.6666666667,11.00551
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",41,823083.3333333334,10.86629
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",42,839500.0,10.38082
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",43,855916.6666666667,10.52383
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",44,872333.3333333334,11.07882
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",45,888750.0,11.39362
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",46,905166.6666666667,9.921675
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",47,921583.3333333334,9.606076
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",48,938000.0,11.0428
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",49,954416.6666666667,11.84155
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",50,970833.3333333334,10.50883
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",51,987250.0000000001,11.61158
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",52,1003666.6666666667,11.4563
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",53,1020083.3333333334,11.70829
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",54,1036500.0000000001,9.996594
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",55,1052916.6666666667,12.67433
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",56,1069333.3333333335,11.47403
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",57,1085750.0,11.52227
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",58,1102166.6666666667,11.18165
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",59,1118583.3333333335,12.03884
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",60,1135000.0,11.33558
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",61,1151416.6666666667,10.59913
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",62,1167833.3333333335,10.9857
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",63,1184250.0,10.67886
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",64,1200666.6666666667,11.37859
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",65,1217083.3333333335,11.32458
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",66,1233500.0,11.99974
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",67,1249916.6666666667,10.58613
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",68,1266333.3333333335,9.966602
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",69,1282750.0,9.747592
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",70,1299166.6666666667,10.88589
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",71,1315583.3333333335,10.31783
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",72,1332000.0,10.34502
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",73,1348416.6666666667,9.770784
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",74,1364833.3333333335,11.48627
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",75,1381250.0,11.71021
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",76,1397666.6666666667,11.83176
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",77,1414083.3333333335,10.81591
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",78,1430500.0,11.52822
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",79,1446916.6666666667,11.60208
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",80,1463333.3333333335,12.6427
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",81,1479750.0,10.99781
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",82,1496166.6666666667,10.77629
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",83,1512583.3333333335,10.71479
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",84,1529000.0,10.48217
"{'label': '150 kHz - 10 MHz', 'start_hz': 150000, 'stop_hz': 10000000, 'rbw_hz': 9000, 'ref_level': 30}",85,1545416.6666666667,9.760857
